user_id,group_id,group_name
u00114,g_div_0,Europe Retail
u00115,g_dep_0,Store Operations
u00115,g_div_0,Europe Retail
u00115,g_int_2,Interest group 3
u00116,g_dep_0,Store Operations
u00116,g_div_0,Europe Retail
u00116,g_int_5,Interest group 6
u00116,g_int_3,Interest group 4
u00117,g_dep_5,Management
u00117,g_div_0,Europe Retail
u00117,g_int_4,Interest group 5
u00117,g_int_2,Interest group 3
u00118,g_dep_0,Store Operations
u00118,g_div_0,Europe Retail
u00118,g_int_3,Interest group 4
u00118,g_int_5,Interest group 6
u00119,g_dep_2,Logistics
u00119,g_div_0,Europe Retail
u00119,g_int_0,Interest group 1
u00120,g_dep_0,Store Operations
u00120,g_div_0,Europe Retail
u00120,g_int_3,Interest group 4
u00120,g_int_1,Interest group 2
u00121,g_dep_0,Store Operations
u00121,g_div_0,Europe Retail
u00122,g_dep_1,Customer Service
u00122,g_div_0,Europe Retail
u00122,g_int_3,Interest group 4
u00122,g_int_2,Interest group 3
u00123,g_dep_1,Customer Service
u00123,g_div_0,Europe Retail
u00123,g_int_5,Interest group 6
u00123,g_int_2,Interest group 3
u00124,g_dep_2,Logistics
u00124,g_div_0,Europe Retail
u00124,g_int_2,Interest group 3
u00125,g_dep_0,Store Operations
u00125,g_div_0,Europe Retail
u00125,g_int_2,Interest group 3
u00125,g_int_3,Interest group 4
u00126,g_dep_0,Store Operations
u00126,g_div_0,Europe Retail
u00126,g_int_0,Interest group 1
u00126,g_int_3,Interest group 4
u00127,g_dep_5,Management
u00127,g_div_0,Europe Retail
u00127,g_int_5,Interest group 6
u00128,g_dep_0,Store Operations
u00128,g_div_1,US Retail
u00128,g_int_4,Interest group 5
u00128,g_int_2,Interest group 3
u00129,g_dep_0,Store Operations
u00129,g_div_0,Europe Retail
u00129,g_int_4,Interest group 5
u00130,g_dep_0,Store Operations
u00130,g_div_0,Europe Retail
u00130,g_int_3,Interest group 4
u00131,g_dep_0,Store Operations
u00131,g_div_0,Europe Retail
u00132,g_dep_1,Customer Service
u00132,g_div_0,Europe Retail
u00132,g_int_5,Interest group 6
u00133,g_dep_1,Customer Service
u00133,g_div_1,US Retail
u00133,g_int_1,Interest group 2
u00133,g_int_5,Interest group 6
u00134,g_dep_3,Communications
u00134,g_div_0,Europe Retail
u00135,g_dep_1,Customer Service
u00135,g_div_1,US Retail
u00135,g_int_3,Interest group 4
u00135,g_int_5,Interest group 6
u00136,g_dep_1,Customer Service
u00136,g_div_0,Europe Retail
u00136,g_int_2,Interest group 3
u00136,g_int_4,Interest group 5
u00137,g_dep_0,Store Operations
u00137,g_div_0,Europe Retail
u00138,g_dep_2,Logistics
u00138,g_div_0,Europe Retail
u00138,g_int_5,Interest group 6
u00139,g_dep_0,Store Operations
u00139,g_div_0,Europe Retail
u00140,g_dep_3,Communications
u00140,g_div_0,Europe Retail
u00141,g_dep_0,Store Operations
u00141,g_div_0,Europe Retail
u00142,g_dep_1,Customer Service
u00142,g_div_0,Europe Retail
u00143,g_dep_0,Store Operations
u00143,g_div_0,Europe Retail
u00144,g_dep_1,Customer Service
u00144,g_div_0,Europe Retail
u00144,g_int_2,Interest group 3
u00144,g_int_5,Interest group 6
u00145,g_dep_0,Store Operations
u00145,g_div_0,Europe Retail
u00146,g_dep_2,Logistics
u00146,g_div_0,Europe Retail
u00147,g_dep_0,Store Operations
u00147,g_div_0,Europe Retail
u00147,g_int_0,Interest group 1
u00147,g_int_5,Interest group 6
u00148,g_dep_2,Logistics
u00148,g_div_0,Europe Retail
u00148,g_int_3,Interest group 4
u00148,g_int_1,Interest group 2
u00149,g_dep_0,Store Operations
u00149,g_div_0,Europe Retail
u00150,g_dep_2,Logistics
u00150,g_div_0,Europe Retail
u00150,g_int_3,Interest group 4
u00150,g_int_0,Interest group 1
u00151,g_dep_0,Store Operations
u00151,g_div_0,Europe Retail
u00151,g_int_1,Interest group 2
u00152,g_dep_0,Store Operations
u00152,g_div_0,Europe Retail
u00152,g_int_4,Interest group 5
u00152,g_int_1,Interest group 2
u00153,g_dep_0,Store Operations
u00153,g_div_0,Europe Retail
u00153,g_int_3,Interest group 4
u00153,g_int_5,Interest group 6
u00154,g_dep_1,Customer Service
u00154,g_div_0,Europe Retail
u00155,g_dep_0,Store Operations
u00155,g_div_1,US Retail
u00156,g_dep_3,Communications
u00156,g_div_0,Europe Retail
u00157,g_dep_0,Store Operations
u00157,g_div_0,Europe Retail
u00157,g_int_3,Interest group 4
u00158,g_dep_0,Store Operations
u00158,g_div_0,Europe Retail
u00158,g_int_3,Interest group 4
u00159,g_dep_0,Store Operations
u00159,g_div_0,Europe Retail
u00159,g_int_0,Interest group 1
u00159,g_int_1,Interest group 2
u00160,g_dep_5,Management
u00160,g_div_0,Europe Retail
u00160,g_int_5,Interest group 6
u00160,g_int_1,Interest group 2
u00161,g_dep_0,Store Operations
u00161,g_div_1,US Retail
u00161,g_int_2,Interest group 3
u00162,g_dep_4,Human Resources
u00162,g_div_1,US Retail
u00162,g_int_2,Interest group 3
u00163,g_dep_0,Store Operations
u00163,g_div_1,US Retail
u00164,g_dep_3,Communications
u00164,g_div_0,Europe Retail
u00164,g_int_2,Interest group 3
u00164,g_int_5,Interest group 6
u00165,g_dep_0,Store Operations
u00165,g_div_0,Europe Retail
u00165,g_int_2,Interest group 3
u00165,g_int_3,Interest group 4
u00166,g_dep_0,Store Operations
u00166,g_div_0,Europe Retail
u00167,g_dep_0,Store Operations
u00167,g_div_0,Europe Retail
u00168,g_dep_1,Customer Service
u00168,g_div_0,Europe Retail
u00168,g_int_0,Interest group 1
u00168,g_int_3,Interest group 4
u00169,g_dep_3,Communications
u00169,g_div_1,US Retail
u00169,g_int_5,Interest group 6
u00169,g_int_1,Interest group 2
u00170,g_dep_0,Store Operations
u00170,g_div_1,US Retail
u00170,g_int_3,Interest group 4
u00170,g_int_4,Interest group 5
u00171,g_dep_5,Management
u00171,g_div_0,Europe Retail
u00171,g_int_5,Interest group 6
u00172,g_dep_0,Store Operations
u00172,g_div_0,Europe Retail
u00173,g_dep_2,Logistics
u00173,g_div_1,US Retail
u00173,g_int_2,Interest group 3
u00173,g_int_0,Interest group 1
u00174,g_dep_0,Store Operations
u00174,g_div_1,US Retail
u00174,g_int_1,Interest group 2
u00175,g_dep_5,Management
u00175,g_div_1,US Retail
u00175,g_int_1,Interest group 2
u00175,g_int_5,Interest group 6
u00176,g_dep_1,Customer Service
u00176,g_div_0,Europe Retail
u00176,g_int_2,Interest group 3
u00177,g_dep_2,Logistics
u00177,g_div_0,Europe Retail
u00177,g_int_0,Interest group 1
u00178,g_dep_2,Logistics
u00178,g_div_0,Europe Retail
u00178,g_int_0,Interest group 1
u00179,g_dep_1,Customer Service
u00179,g_div_0,Europe Retail
u00180,g_dep_1,Customer Service
u00180,g_div_0,Europe Retail
u00181,g_dep_1,Customer Service
u00181,g_div_0,Europe Retail
u00181,g_int_0,Interest group 1
u00182,g_dep_2,Logistics
u00182,g_div_0,Europe Retail
u00183,g_dep_3,Communications
u00183,g_div_0,Europe Retail
u00184,g_dep_1,Customer Service
u00184,g_div_0,Europe Retail
u00184,g_int_3,Interest group 4
u00185,g_dep_0,Store Operations
u00185,g_div_1,US Retail
u00185,g_int_0,Interest group 1
u00186,g_dep_2,Logistics
u00186,g_div_0,Europe Retail
u00186,g_int_4,Interest group 5
u00186,g_int_2,Interest group 3
u00187,g_dep_0,Store Operations
u00187,g_div_0,Europe Retail
u00188,g_dep_1,Customer Service
u00188,g_div_0,Europe Retail
u00188,g_int_5,Interest group 6
u00189,g_dep_1,Customer Service
u00189,g_div_0,Europe Retail
u00190,g_dep_0,Store Operations
u00190,g_div_0,Europe Retail
u00191,g_dep_0,Store Operations
u00191,g_div_0,Europe Retail
u00192,g_dep_1,Customer Service
u00192,g_div_0,Europe Retail
u00192,g_int_2,Interest group 3
u00192,g_int_5,Interest group 6
u00193,g_dep_2,Logistics
u00193,g_div_0,Europe Retail
u00193,g_int_5,Interest group 6
u00194,g_dep_1,Customer Service
u00194,g_div_0,Europe Retail
u00194,g_int_3,Interest group 4
u00194,g_int_0,Interest group 1
u00195,g_dep_2,Logistics
u00195,g_div_0,Europe Retail
u00196,g_dep_0,Store Operations
u00196,g_div_0,Europe Retail
u00197,g_dep_0,Store Operations
u00197,g_div_0,Europe Retail
u00198,g_dep_1,Customer Service
u00198,g_div_0,Europe Retail
u00198,g_int_3,Interest group 4
u00199,g_dep_0,Store Operations
u00199,g_div_0,Europe Retail
u00199,g_int_3,Interest group 4
u00200,g_dep_0,Store Operations
u00200,g_div_0,Europe Retail
u00201,g_dep_1,Customer Service
u00201,g_div_0,Europe Retail
u00202,g_dep_2,Logistics
u00202,g_div_0,Europe Retail
u00202,g_int_4,Interest group 5
u00203,g_dep_2,Logistics
u00203,g_div_0,Europe Retail
u00203,g_int_3,Interest group 4
u00204,g_dep_1,Customer Service
u00204,g_div_0,Europe Retail
u00204,g_int_0,Interest group 1
u00204,g_int_1,Interest group 2
u00205,g_dep_1,Customer Service
u00205,g_div_0,Europe Retail
u00206,g_dep_0,Store Operations
u00206,g_div_0,Europe Retail
u00206,g_int_1,Interest group 2
u00207,g_dep_0,Store Operations
u00207,g_div_0,Europe Retail
u00207,g_int_1,Interest group 2
u00208,g_dep_0,Store Operations
u00208,g_div_0,Europe Retail
u00208,g_int_1,Interest group 2
u00209,g_dep_2,Logistics
u00209,g_div_0,Europe Retail
u00209,g_int_1,Interest group 2
u00209,g_int_2,Interest group 3
u00210,g_dep_2,Logistics
u00210,g_div_0,Europe Retail
u00211,g_dep_0,Store Operations
u00211,g_div_0,Europe Retail
u00212,g_dep_1,Customer Service
u00212,g_div_0,Europe Retail
u00213,g_dep_3,Communications
u00213,g_div_0,Europe Retail
u00213,g_int_1,Interest group 2
u00214,g_dep_3,Communications
u00214,g_div_0,Europe Retail
u00215,g_dep_0,Store Operations
u00215,g_div_0,Europe Retail
u00216,g_dep_1,Customer Service
u00216,g_div_0,Europe Retail
u00217,g_dep_0,Store Operations
u00217,g_div_0,Europe Retail
u00217,g_int_1,Interest group 2
u00217,g_int_5,Interest group 6
u00218,g_dep_1,Customer Service
u00218,g_div_1,US Retail
u00218,g_int_1,Interest group 2
u00219,g_dep_0,Store Operations
u00219,g_div_0,Europe Retail
u00220,g_dep_1,Customer Service
u00220,g_div_0,Europe Retail
u00221,g_dep_1,Customer Service
u00221,g_div_1,US Retail
u00222,g_dep_0,Store Operations
u00222,g_div_0,Europe Retail
u00222,g_int_2,Interest group 3
u00223,g_dep_1,Customer Service
u00223,g_div_0,Europe Retail
u00224,g_dep_2,Logistics
u00224,g_div_0,Europe Retail
u00224,g_int_5,Interest group 6
u00225,g_dep_0,Store Operations
u00225,g_div_0,Europe Retail
u00225,g_int_0,Interest group 1
u00226,g_dep_1,Customer Service
u00226,g_div_1,US Retail
u00226,g_int_2,Interest group 3
u00227,g_dep_0,Store Operations
u00227,g_div_0,Europe Retail
u00227,g_int_0,Interest group 1
u00227,g_int_4,Interest group 5
u00228,g_dep_0,Store Operations
u00228,g_div_0,Europe Retail
u00228,g_int_3,Interest group 4
u00228,g_int_0,Interest group 1
u00229,g_dep_0,Store Operations
u00229,g_div_0,Europe Retail
u00230,g_dep_1,Customer Service
u00230,g_div_0,Europe Retail
u00230,g_int_4,Interest group 5
u00231,g_dep_1,Customer Service
u00231,g_div_0,Europe Retail
u00231,g_int_0,Interest group 1
u00232,g_dep_2,Logistics
u00232,g_div_0,Europe Retail
u00233,g_dep_0,Store Operations
u00233,g_div_0,Europe Retail
u00234,g_dep_0,Store Operations
u00234,g_div_0,Europe Retail
u00234,g_int_2,Interest group 3
u00234,g_int_3,Interest group 4
u00235,g_dep_1,Customer Service
u00235,g_div_0,Europe Retail
u00235,g_int_4,Interest group 5
u00236,g_dep_1,Customer Service
u00236,g_div_1,US Retail
u00236,g_int_1,Interest group 2
u00237,g_dep_5,Management
u00237,g_div_1,US Retail
u00237,g_int_3,Interest group 4
u00237,g_int_1,Interest group 2
u00238,g_dep_0,Store Operations
u00238,g_div_0,Europe Retail
u00238,g_int_4,Interest group 5
u00239,g_dep_0,Store Operations
u00239,g_div_0,Europe Retail
u00239,g_int_5,Interest group 6
u00240,g_dep_3,Communications
u00240,g_div_0,Europe Retail
u00240,g_int_0,Interest group 1
u00241,g_dep_0,Store Operations
u00241,g_div_1,US Retail
u00242,g_dep_1,Customer Service
u00242,g_div_0,Europe Retail
u00242,g_int_5,Interest group 6
u00242,g_int_4,Interest group 5
u00243,g_dep_1,Customer Service
u00243,g_div_0,Europe Retail
u00244,g_dep_1,Customer Service
u00244,g_div_0,Europe Retail
u00244,g_int_4,Interest group 5
u00244,g_int_2,Interest group 3
u00245,g_dep_0,Store Operations
u00245,g_div_1,US Retail
u00245,g_int_4,Interest group 5
u00245,g_int_3,Interest group 4
u00246,g_dep_0,Store Operations
u00246,g_div_1,US Retail
u00246,g_int_2,Interest group 3
u00246,g_int_3,Interest group 4
u00247,g_dep_2,Logistics
u00247,g_div_0,Europe Retail
u00248,g_dep_0,Store Operations
u00248,g_div_0,Europe Retail
u00249,g_dep_0,Store Operations
u00249,g_div_0,Europe Retail
u00249,g_int_5,Interest group 6
u00249,g_int_4,Interest group 5
u00250,g_dep_1,Customer Service
u00250,g_div_0,Europe Retail
u00250,g_int_2,Interest group 3
u00251,g_dep_0,Store Operations
u00251,g_div_1,US Retail
u00251,g_int_4,Interest group 5
u00251,g_int_1,Interest group 2
u00252,g_dep_0,Store Operations
u00252,g_div_0,Europe Retail
u00252,g_int_1,Interest group 2
u00252,g_int_2,Interest group 3
u00253,g_dep_1,Customer Service
u00253,g_div_1,US Retail
u00253,g_int_4,Interest group 5
u00253,g_int_2,Interest group 3
u00254,g_dep_4,Human Resources
u00254,g_div_0,Europe Retail
u00254,g_int_5,Interest group 6
u00254,g_int_2,Interest group 3
u00255,g_dep_0,Store Operations
u00255,g_div_0,Europe Retail
u00255,g_int_4,Interest group 5
u00256,g_dep_3,Communications
u00256,g_div_0,Europe Retail
u00256,g_int_2,Interest group 3
u00256,g_int_4,Interest group 5
u00257,g_dep_5,Management
u00257,g_div_0,Europe Retail
u00258,g_dep_0,Store Operations
u00258,g_div_0,Europe Retail
u00258,g_int_1,Interest group 2
u00258,g_int_2,Interest group 3
u00259,g_dep_5,Management
u00259,g_div_0,Europe Retail
u00259,g_int_4,Interest group 5
u00260,g_dep_0,Store Operations
u00260,g_div_0,Europe Retail
u00260,g_int_5,Interest group 6
u00260,g_int_0,Interest group 1
u00261,g_dep_4,Human Resources
u00261,g_div_0,Europe Retail
u00261,g_int_3,Interest group 4
u00262,g_dep_0,Store Operations
u00262,g_div_0,Europe Retail
u00262,g_int_1,Interest group 2
u00263,g_dep_4,Human Resources
u00263,g_div_0,Europe Retail
u00263,g_int_2,Interest group 3
u00264,g_dep_0,Store Operations
u00264,g_div_0,Europe Retail
u00264,g_int_4,Interest group 5
u00265,g_dep_4,Human Resources
u00265,g_div_0,Europe Retail
u00265,g_int_0,Interest group 1
u00266,g_dep_0,Store Operations
u00266,g_div_0,Europe Retail
u00266,g_int_1,Interest group 2
u00266,g_int_4,Interest group 5
u00267,g_dep_0,Store Operations
u00267,g_div_0,Europe Retail
u00268,g_dep_0,Store Operations
u00268,g_div_1,US Retail
u00269,g_dep_0,Store Operations
u00269,g_div_0,Europe Retail
u00269,g_int_0,Interest group 1
u00270,g_dep_0,Store Operations
u00270,g_div_0,Europe Retail
u00270,g_int_4,Interest group 5
u00271,g_dep_0,Store Operations
u00271,g_div_0,Europe Retail
u00271,g_int_5,Interest group 6
u00271,g_int_3,Interest group 4
u00272,g_dep_5,Management
u00272,g_div_0,Europe Retail
u00272,g_int_5,Interest group 6
u00273,g_dep_0,Store Operations
u00273,g_div_0,Europe Retail
u00273,g_int_1,Interest group 2
u00274,g_dep_1,Customer Service
u00274,g_div_0,Europe Retail
u00274,g_int_0,Interest group 1
u00274,g_int_5,Interest group 6
