user_id,stream_id,can_access
u00089,s009,0
u00089,s010,0
u00089,s011,0
u00090,s004,0
u00090,s005,1
u00090,s006,1
u00090,s007,0
u00090,s008,0
u00090,s009,1
u00090,s010,0
u00090,s011,1
u00091,s004,1
u00091,s005,0
u00091,s006,0
u00091,s007,0
u00091,s008,0
u00091,s009,0
u00091,s010,1
u00091,s011,1
u00092,s004,1
u00092,s005,1
u00092,s006,1
u00092,s007,0
u00092,s008,0
u00092,s009,1
u00092,s010,0
u00092,s011,1
u00093,s004,1
u00093,s005,1
u00093,s006,1
u00093,s007,0
u00093,s008,1
u00093,s009,1
u00093,s010,1
u00093,s011,0
u00094,s004,1
u00094,s005,1
u00094,s006,0
u00094,s007,1
u00094,s008,1
u00094,s009,0
u00094,s010,0
u00094,s011,0
u00095,s004,0
u00095,s005,1
u00095,s006,0
u00095,s007,0
u00095,s008,0
u00095,s009,1
u00095,s010,0
u00095,s011,1
u00096,s004,1
u00096,s005,1
u00096,s006,0
u00096,s007,1
u00096,s008,0
u00096,s009,0
u00096,s010,1
u00096,s011,0
u00097,s004,0
u00097,s005,0
u00097,s006,1
u00097,s007,1
u00097,s008,0
u00097,s009,1
u00097,s010,0
u00097,s011,0
u00098,s004,0
u00098,s005,1
u00098,s006,0
u00098,s007,0
u00098,s008,0
u00098,s009,0
u00098,s010,1
u00098,s011,1
u00099,s004,0
u00099,s005,1
u00099,s006,0
u00099,s007,0
u00099,s008,1
u00099,s009,0
u00099,s010,1
u00099,s011,1
u00100,s004,0
u00100,s005,0
u00100,s006,1
u00100,s007,0
u00100,s008,1
u00100,s009,0
u00100,s010,0
u00100,s011,0
u00101,s004,1
u00101,s005,0
u00101,s006,1
u00101,s007,0
u00101,s008,0
u00101,s009,0
u00101,s010,1
u00101,s011,0
u00102,s004,1
u00102,s005,0
u00102,s006,0
u00102,s007,0
u00102,s008,0
u00102,s009,1
u00102,s010,1
u00102,s011,0
u00103,s004,1
u00103,s005,0
u00103,s006,0
u00103,s007,1
u00103,s008,0
u00103,s009,0
u00103,s010,1
u00103,s011,0
u00104,s004,1
u00104,s005,0
u00104,s006,0
u00104,s007,0
u00104,s008,0
u00104,s009,0
u00104,s010,1
u00104,s011,0
u00105,s004,0
u00105,s005,1
u00105,s006,0
u00105,s007,0
u00105,s008,0
u00105,s009,1
u00105,s010,0
u00105,s011,1
u00106,s004,1
u00106,s005,0
u00106,s006,0
u00106,s007,0
u00106,s008,0
u00106,s009,0
u00106,s010,1
u00106,s011,0
u00107,s004,1
u00107,s005,0
u00107,s006,0
u00107,s007,0
u00107,s008,0
u00107,s009,0
u00107,s010,1
u00107,s011,1
u00108,s004,1
u00108,s005,1
u00108,s006,1
u00108,s007,0
u00108,s008,0
u00108,s009,0
u00108,s010,1
u00108,s011,1
u00109,s004,1
u00109,s005,1
u00109,s006,0
u00109,s007,0
u00109,s008,1
u00109,s009,0
u00109,s010,1
u00109,s011,1
u00110,s004,1
u00110,s005,0
u00110,s006,0
u00110,s007,0
u00110,s008,0
u00110,s009,0
u00110,s010,1
u00110,s011,0
u00111,s004,0
u00111,s005,0
u00111,s006,0
u00111,s007,1
u00111,s008,0
u00111,s009,0
u00111,s010,0
u00111,s011,0
u00112,s004,1
u00112,s005,0
u00112,s006,1
u00112,s007,0
u00112,s008,0
u00112,s009,0
u00112,s010,1
u00112,s011,0
u00113,s004,0
u00113,s005,1
u00113,s006,0
u00113,s007,0
u00113,s008,1
u00113,s009,0
u00113,s010,0
u00113,s011,1
u00114,s004,1
u00114,s005,1
u00114,s006,0
u00114,s007,0
u00114,s008,1
u00114,s009,0
u00114,s010,0
u00114,s011,1
u00115,s004,1
u00115,s005,0
u00115,s006,0
u00115,s007,1
u00115,s008,0
u00115,s009,0
u00115,s010,1
u00115,s011,0
u00116,s004,1
u00116,s005,0
u00116,s006,1
u00116,s007,1
u00116,s008,0
u00116,s009,0
u00116,s010,1
u00116,s011,0
u00117,s004,0
u00117,s005,0
u00117,s006,0
u00117,s007,1
u00117,s008,1
u00117,s009,1
u00117,s010,0
u00117,s011,0
u00118,s004,1
u00118,s005,0
u00118,s006,1
u00118,s007,0
u00118,s008,0
u00118,s009,0
u00118,s010,1
u00118,s011,0
u00119,s004,1
u00119,s005,0
u00119,s006,1
u00119,s007,1
u00119,s008,0
u00119,s009,0
u00119,s010,0
u00119,s011,1
u00120,s004,1
u00120,s005,0
u00120,s006,0
u00120,s007,0
u00120,s008,0
u00120,s009,1
u00120,s010,1
u00120,s011,1
u00121,s004,1
u00121,s005,0
u00121,s006,0
u00121,s007,1
u00121,s008,0
u00121,s009,1
u00121,s010,1
u00121,s011,0
u00122,s004,1
u00122,s005,1
u00122,s006,1
u00122,s007,0
u00122,s008,0
u00122,s009,0
u00122,s010,1
u00122,s011,1
u00123,s004,0
u00123,s005,1
u00123,s006,0
u00123,s007,0
u00123,s008,0
u00123,s009,1
u00123,s010,0
u00123,s011,1
u00124,s004,0
u00124,s005,0
u00124,s006,1
u00124,s007,0
u00124,s008,0
u00124,s009,0
u00124,s010,0
u00124,s011,0
u00125,s004,1
u00125,s005,0
u00125,s006,1
u00125,s007,1
u00125,s008,0
u00125,s009,0
u00125,s010,1
u00125,s011,0
u00126,s004,1
u00126,s005,0
u00126,s006,0
u00126,s007,0
u00126,s008,1
u00126,s009,0
u00126,s010,1
u00126,s011,0
u00127,s004,0
u00127,s005,0
u00127,s006,1
u00127,s007,0
u00127,s008,0
u00127,s009,1
u00127,s010,0
u00127,s011,0
u00128,s004,1
u00128,s005,0
u00128,s006,0
u00128,s007,0
u00128,s008,1
u00128,s009,0
u00128,s010,1
u00128,s011,1
u00129,s004,1
u00129,s005,1
u00129,s006,1
u00129,s007,0
u00129,s008,0
u00129,s009,0
u00129,s010,1
u00129,s011,0
u00130,s004,1
u00130,s005,0
u00130,s006,0
u00130,s007,0
u00130,s008,1
u00130,s009,0
u00130,s010,1
u00130,s011,0
u00131,s004,1
u00131,s005,1
u00131,s006,0
u00131,s007,1
u00131,s008,0
u00131,s009,0
u00131,s010,1
u00131,s011,0
u00132,s004,1
u00132,s005,1
u00132,s006,0
u00132,s007,0
u00132,s008,0
u00132,s009,0
u00132,s010,0
u00132,s011,1
u00133,s004,1
u00133,s005,1
u00133,s006,0
u00133,s007,0
u00133,s008,0
u00133,s009,0
u00133,s010,0
u00133,s011,1
u00134,s004,1
u00134,s005,1
u00134,s006,1
u00134,s007,1
u00134,s008,0
u00134,s009,0
u00134,s010,0
u00134,s011,0
u00135,s004,1
u00135,s005,1
u00135,s006,0
u00135,s007,0
u00135,s008,0
u00135,s009,0
u00135,s010,0
u00135,s011,1
u00136,s004,0
u00136,s005,1
u00136,s006,0
u00136,s007,0
u00136,s008,0
u00136,s009,1
u00136,s010,0
u00136,s011,1
u00137,s004,1
u00137,s005,0
u00137,s006,0
u00137,s007,0
u00137,s008,0
u00137,s009,0
u00137,s010,1
u00137,s011,1
u00138,s004,0
u00138,s005,0
u00138,s006,1
u00138,s007,0
u00138,s008,0
u00138,s009,1
u00138,s010,0
u00138,s011,0
u00139,s004,1
u00139,s005,0
u00139,s006,0
u00139,s007,0
u00139,s008,0
u00139,s009,0
u00139,s010,1
u00139,s011,0
u00140,s004,0
u00140,s005,1
u00140,s006,1
u00140,s007,1
u00140,s008,0
u00140,s009,0
u00140,s010,0
u00140,s011,0
u00141,s004,1
u00141,s005,0
u00141,s006,0
u00141,s007,1
u00141,s008,0
u00141,s009,0
u00141,s010,1
u00141,s011,0
u00142,s004,1
u00142,s005,1
u00142,s006,0
u00142,s007,1
u00142,s008,0
u00142,s009,0
u00142,s010,1
u00142,s011,1
u00143,s004,1
u00143,s005,0
u00143,s006,0
u00143,s007,0
u00143,s008,0
u00143,s009,1
u00143,s010,1
u00143,s011,0
u00144,s004,0
u00144,s005,1
u00144,s006,0
u00144,s007,0
u00144,s008,0
u00144,s009,1
u00144,s010,0
u00144,s011,1
u00145,s004,1
u00145,s005,0
u00145,s006,0
u00145,s007,1
u00145,s008,0
u00145,s009,0
u00145,s010,1
u00145,s011,0
u00146,s004,0
u00146,s005,0
u00146,s006,1
u00146,s007,0
u00146,s008,1
u00146,s009,0
u00146,s010,1
u00146,s011,0
u00147,s004,1
u00147,s005,0
u00147,s006,1
u00147,s007,0
u00147,s008,0
u00147,s009,0
u00147,s010,1
u00147,s011,1
u00148,s004,0
u00148,s005,0
u00148,s006,1
u00148,s007,0
u00148,s008,1
u00148,s009,0
u00148,s010,0
u00148,s011,0
u00149,s004,1
u00149,s005,0
u00149,s006,0
u00149,s007,0
u00149,s008,1
u00149,s009,0
u00149,s010,1
u00149,s011,1
u00150,s004,1
u00150,s005,0
u00150,s006,1
u00150,s007,0
u00150,s008,0
u00150,s009,0
u00150,s010,0
u00150,s011,0
u00151,s004,1
u00151,s005,0
u00151,s006,0
u00151,s007,0
u00151,s008,0
u00151,s009,0
u00151,s010,1
u00151,s011,0
u00152,s004,1
u00152,s005,1
u00152,s006,1
u00152,s007,0
u00152,s008,1
u00152,s009,0
u00152,s010,1
u00152,s011,0
u00153,s004,1
u00153,s005,1
u00153,s006,0
u00153,s007,0
u00153,s008,1
u00153,s009,0
u00153,s010,1
u00153,s011,0
u00154,s004,1
u00154,s005,1
u00154,s006,0
u00154,s007,0
u00154,s008,1
u00154,s009,0
u00154,s010,0
u00154,s011,1
u00155,s004,1
u00155,s005,1
u00155,s006,0
u00155,s007,0
u00155,s008,1
u00155,s009,0
u00155,s010,1
u00155,s011,1
u00156,s004,1
u00156,s005,0
u00156,s006,1
u00156,s007,1
u00156,s008,1
u00156,s009,1
u00156,s010,0
u00156,s011,1
u00157,s004,1
u00157,s005,0
u00157,s006,0
u00157,s007,0
u00157,s008,0
u00157,s009,0
u00157,s010,1
u00157,s011,0
u00158,s004,1
u00158,s005,0
u00158,s006,0
u00158,s007,0
u00158,s008,0
u00158,s009,0
u00158,s010,1
u00158,s011,0
u00159,s004,1
u00159,s005,0
u00159,s006,1
u00159,s007,0
u00159,s008,1
u00159,s009,0
u00159,s010,1
u00159,s011,0
u00160,s004,0
u00160,s005,1
u00160,s006,0
u00160,s007,0
u00160,s008,1
u00160,s009,1
u00160,s010,0
u00160,s011,0
u00161,s004,1
u00161,s005,1
u00161,s006,0
u00161,s007,1
u00161,s008,1
u00161,s009,0
u00161,s010,1
u00161,s011,1
u00162,s004,0
u00162,s005,0
u00162,s006,0
u00162,s007,1
u00162,s008,1
u00162,s009,0
u00162,s010,0
u00162,s011,0
u00163,s004,1
u00163,s005,0
u00163,s006,1
u00163,s007,1
u00163,s008,0
u00163,s009,0
u00163,s010,1
u00163,s011,0
u00164,s004,0
u00164,s005,1
u00164,s006,0
u00164,s007,1
u00164,s008,1
u00164,s009,1
u00164,s010,1
u00164,s011,0
u00165,s004,1
u00165,s005,0
u00165,s006,0
u00165,s007,0
u00165,s008,0
u00165,s009,0
u00165,s010,1
u00165,s011,1
u00166,s004,1
u00166,s005,0
u00166,s006,0
u00166,s007,0
u00166,s008,1
u00166,s009,1
u00166,s010,1
u00166,s011,0
u00167,s004,1
u00167,s005,0
u00167,s006,0
u00167,s007,0
u00167,s008,0
u00167,s009,0
u00167,s010,1
u00167,s011,0
u00168,s004,1
u00168,s005,1
u00168,s006,0
u00168,s007,0
u00168,s008,1
u00168,s009,1
u00168,s010,0
u00168,s011,1
u00169,s004,0
u00169,s005,0
u00169,s006,0
u00169,s007,1
u00169,s008,0
u00169,s009,0
u00169,s010,1
u00169,s011,0
u00170,s004,1
u00170,s005,1
u00170,s006,0
u00170,s007,1
u00170,s008,1
u00170,s009,0
u00170,s010,1
u00170,s011,1
u00171,s004,0
u00171,s005,1
u00171,s006,0
u00171,s007,1
u00171,s008,0
u00171,s009,1
u00171,s010,0
u00171,s011,0
u00172,s004,1
u00172,s005,1
u00172,s006,1
u00172,s007,1
u00172,s008,0
u00172,s009,0
u00172,s010,1
u00172,s011,0
u00173,s004,0
u00173,s005,0
u00173,s006,1
u00173,s007,1
u00173,s008,1
u00173,s009,0
u00173,s010,0
u00173,s011,0
u00174,s004,1
u00174,s005,0
u00174,s006,0
u00174,s007,0
u00174,s008,1
u00174,s009,0
u00174,s010,1
u00174,s011,0
u00175,s004,0
u00175,s005,0
u00175,s006,1
u00175,s007,0
u00175,s008,1
u00175,s009,1
u00175,s010,0
u00175,s011,0
u00176,s004,0
u00176,s005,1
u00176,s006,1
u00176,s007,0
u00176,s008,0
u00176,s009,0
u00176,s010,0
u00176,s011,1
u00177,s004,0
u00177,s005,1
u00177,s006,1
u00177,s007,1
u00177,s008,0
u00177,s009,0
u00177,s010,0
u00177,s011,0
u00178,s004,0
u00178,s005,1
u00178,s006,1
u00178,s007,0
u00178,s008,0
u00178,s009,0
u00178,s010,0
u00178,s011,1
u00179,s004,0
u00179,s005,1
u00179,s006,0
u00179,s007,0
u00179,s008,1
u00179,s009,0
u00179,s010,0
u00179,s011,1
u00180,s004,0
u00180,s005,1
u00180,s006,1
u00180,s007,0
u00180,s008,1
u00180,s009,1
u00180,s010,0
u00180,s011,1
u00181,s004,0
u00181,s005,1
u00181,s006,0
u00181,s007,0
u00181,s008,0
u00181,s009,1
u00181,s010,1
u00181,s011,1
u00182,s004,0
u00182,s005,0
u00182,s006,1
u00182,s007,1
u00182,s008,0
u00182,s009,0
u00182,s010,0
u00182,s011,1
u00183,s004,0
u00183,s005,0
u00183,s006,0
u00183,s007,1
u00183,s008,1
u00183,s009,0
u00183,s010,0
u00183,s011,0
u00184,s004,0
u00184,s005,1
u00184,s006,1
u00184,s007,0
u00184,s008,0
u00184,s009,0
u00184,s010,0
u00184,s011,1
u00185,s004,1
u00185,s005,0
u00185,s006,0
u00185,s007,0
u00185,s008,0
u00185,s009,0
u00185,s010,1
u00185,s011,0
u00186,s004,0
u00186,s005,0
u00186,s006,1
u00186,s007,0
u00186,s008,0
u00186,s009,0
u00186,s010,0
u00186,s011,0
u00187,s004,1
u00187,s005,1
u00187,s006,0
u00187,s007,0
u00187,s008,0
u00187,s009,0
u00187,s010,1
u00187,s011,1
u00188,s004,0
u00188,s005,1
u00188,s006,0
u00188,s007,0
u00188,s008,0
u00188,s009,0
u00188,s010,0
u00188,s011,1
u00189,s004,0
u00189,s005,1
u00189,s006,0
u00189,s007,0
u00189,s008,0
u00189,s009,0
u00189,s010,0
u00189,s011,1
u00190,s004,1
u00190,s005,0
u00190,s006,0
u00190,s007,0
u00190,s008,1
u00190,s009,1
u00190,s010,1
u00190,s011,1
u00191,s004,1
u00191,s005,0
u00191,s006,0
u00191,s007,0
u00191,s008,0
u00191,s009,1
u00191,s010,1
u00191,s011,0
u00192,s004,0
u00192,s005,1
u00192,s006,0
u00192,s007,0
u00192,s008,0
u00192,s009,1
u00192,s010,0
u00192,s011,1
u00193,s004,0
u00193,s005,0
u00193,s006,1
u00193,s007,0
u00193,s008,0
u00193,s009,0
u00193,s010,0
u00193,s011,0
